region,cntyname,zip_sort,name,address,city,state,zip,phone,cert,AUTO_UNIQUE_ID_2014-05-01_delmeram_ESAPPharmacies,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPrimaryIdValue,FPostOfficeBoxNumber,FPrimaryIdField,FGeometrySRID,FPostOfficeBoxType,FPreType,FPreArticle,FPostArticle
1,SUFFOLK,11757,E & M LINDY PHARMACY dba THE MEDICINE CENTER,178 E. MONTAUK HWY.,LINDENHURST,NY,11757,(631) 957-9723,NS002537,1587,USCGeocoder,203,1,4.01,,ab0d04bf-4448-45eb-bf7f-6895f3d0986d,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,768.519151587505,LinearInterpolationAddressRange,StreetSegment,97.9289940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.6768768706542,-73.3677424954564,Relaxed,TwoThousandTen,42554,5602,35004,04000,0,35620,1023,1,1241.02,103,36,1,ResidenceStreetAddress,178,,E,,HWY,,,,,,LINDENHURST,NY,11757,,,,,,,,,,,,,,,,,,178,,E,,HWY,,,,,,LINDENHURST,NY,11757,,,,,,,,,,,,136-194,,,,Hwy,,,,Lindenhurst,NY,11757,,,,,,,,,,Babylon,Suffolk,768.519151587505,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,113977877,,tlid,0,,,,
1,ONONDAGA,13108,MAIN STREET PHARMACY OF MARCELLUS  INC.,11 E. MAIN ST.,MARCELLUS,NY,13108,(315) 673-2410,NS002540,1588,USCGeocoder,109,1,4.01,,465f48c9-56ef-4e89-a08c-58f08e73dccc,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4430.89647068689,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,42.9825894218239,-76.3387876052043,Exact,TwoThousandTen,45480,8160,,45491,0,45060,1017,1,0165.02,067,36,1,ResidenceStreetAddress,11,,E,,ST,,,,,,MARCELLUS,NY,13108,,,,,,,,,,,,,,,,,,11,,E,,ST,,,,,,MARCELLUS,NY,13108,,,,,,,,,,,,1-5,,E,,St,,,,Marcellus,NY,13108,,,,,,,,,,Marcellus,Onondaga,4430.89647068689,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,46555105,,tlid,0,,,,
2,BRONX,10453,S.J.S. PHARMACY  INC.,105-107 E. BURNSIDE AVE.,BRONX,NY,10453,(718) 933-1222,NS002543,1589,USCGeocoder,250,1,4.01,,420343ad-ee97-4693-8a19-6287027fbc9b,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,40.852613,-73.914221,Exact,TwoThousandTen,51000,5602,35644,08510,0,35620,1000,1,0245.01,005,36,4,ResidenceZIP,105,,,,AVE,,,,,,BRONX,NY,10453,,,,,,,,,,,,,,,,,,105,,,,AVE,,,,,,BRONX,NY,10453,,,,,,,,,,,,,,,,,,,,Bronx,NY,10453,,,,,,,,,,,Bronx,0,Meters,,SOURCE_NAME_ZIPCODEDOWNLOAD_ZIPS2013,2013,10453,,ZIPCode,0,,,,
2,KINGS,11236,FLATLANDS CVS dba CVS PHARMACY #2906,10204 FLATLANDS AVE.,BROOKLYN,NY,11236,(718) 257-0440,NS002544,1590,USCGeocoder,172,1,4.01,,188897e6-9af6-480b-bcad-74b5dfc9dea4,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1959.13729620795,LinearInterpolationAddressRange,StreetSegment,99.8994082840237,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.6460381158553,-73.8968214322398,Relaxed,TwoThousandTen,51000,5602,35644,10022,0,35620,1002,1,0986.00,047,36,1,ResidenceStreetAddress,10204,,,,AVE,,,,,,BROOKLYN,NY,11236,,,,,,,,,,,,,,,,,,10204,,,,AVE,,,,,,BROOKLYN,NY,11236,,,,,,,,,,,,10200-10298,,,,Ave,,,,New York,NY,11236,,,,,,,,,,Brooklyn,Kings,1959.13729620795,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,59086713,,tlid,0,,,,
1,ERIE,14216,KMART PHARMACY #3415,1001 HERTEL AVE.,BUFFALO,NY,14216,(716) 875-5272,NS002545,1591,USCGeocoder,94,1,4.01,,4a1b8e47-c008-4f1b-8146-f8441e7118cb,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7495.67648464348,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,42.94767640302,-78.8712505664235,Exact,TwoThousandTen,11000,1280,,11000,0,15380,1005,1,0050.00,029,36,1,ResidenceStreetAddress,1001,,,,AVE,,,,,,BUFFALO,NY,14216,,,,,,,,,,,,,,,,,,1001,,,,AVE,,,,,,BUFFALO,NY,14216,,,,,,,,,,,,961-1069,,,,Ave,,,,Buffalo,NY,14216,,,,,,,,,,Buffalo,Erie,7495.67648464348,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,48289341,,tlid,0,,,,
1,ERIE,14225,KMART PHARMACY #4176,2055 WALDEN AVE.,CHEEKTOWAGA,NY,14225,(716) 681-3084,NS002546,1592,USCGeocoder,140,1,4.01,,9f278db1-e04c-4f88-b447-1d67765dfb60,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,49302.6666216701,ArealInterpolationGeometricCentroid,Parcel,98.4023668639053,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,42.9065884041272,-78.7599639408572,Relaxed,TwoThousandTen,15000,1280,,15011,0,15380,1032,1,0107.00,029,36,1,ResidenceStreetAddress,2055,,,,AVE,,,,,,CHEEKTOWAGA,NY,14225,,,,,,,,,,,,,,,,,,2055,,,,AVE,,,,,,CHEEKTOWAGA,NY,14225,,,,,,,,,,,,2055,,,,AVE,,,,Buffalo,NY,14225,,,,5113,,,,,,,,49302.6666216701,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,488339,,UniqueId,0,,,,
1,ERIE,14043,KMART PHARMACY #7171,1460 FRENCH RD.,DEPEW,NY,14043,(716) 668-5881,NS002548,1593,USCGeocoder,109,1,4.01,,88b2c6a1-1807-4a0f-a71a-1c8b2d7564c4,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,29079.5151226483,ArealInterpolationGeometricCentroid,Parcel,98.4023668639053,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,42.869051426896,-78.6983134032402,Relaxed,TwoThousandTen,15000,1280,,15011,0,15380,3010,3,0108.05,029,36,1,ResidenceStreetAddress,1460,,,,RD,,,,,,DEPEW,NY,14043,,,,,,,,,,,,,,,,,,1460,,,,RD,,,,,,DEPEW,NY,14043,,,,,,,,,,,,1460,,,,RD,,,,Cheektowaga,NY,14043,,,,4879,,,,,,,,29079.5151226483,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,350249,,UniqueId,0,,,,
1,ERIE,14224,KMART PHARMACY #9392,349 ORCHARD PARK RD.,WEST SENECA,NY,14224,(716) 827-8341,NS002550,1594,USCGeocoder,172,1,4.01,,d9889000-3a31-4483-980f-21a11031fd0f,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,11102.9005577781,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,42.834314478623,-78.7852687221395,Exact,TwoThousandTen,80907,1280,,80918,0,15380,3006,3,0120.01,029,36,1,ResidenceStreetAddress,349,,,,RD,,,,,,WEST SENECA,NY,14224,,,,,,,,,,,,,,,,,,349,,,,RD,,,,,,WEST SENECA,NY,14224,,,,,,,,,,,,293-399,,,,Rd,,,,West Seneca,NY,14224,,,,,,,,,,West Seneca,Erie,11102.9005577781,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,48345231,,tlid,0,,,,
2,NEW YORK,10003,RITE AID PHARMACY #4205,81 1ST AVE.,NEW YORK,NY,10003,1-(800) RITEAID,NS002552,1595,USCGeocoder,296,1,4.01,,9b1f5447-13f0-475a-a5eb-42a63274b506,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,329.451199680567,ArealInterpolationGeometricCentroid,Parcel,91.3609467455621,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,40.6808619574029,-73.9978793176506,Relaxed,TwoThousandTen,51000,5602,35644,10022,0,35620,2000,2,0065.00,047,36,1,ResidenceStreetAddress,81,,,,AVE,,,,,,NEW YORK,NY,10003,,,,,,,,,,,,,,,,,,81,,,,AVE,,,,,,NEW YORK,NY,10003,,,,,,,,,,,,81,,,,PL,,,,New York,NY,11231,,,,4226,,,,,,,,329.451199680567,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,913686,,UniqueId,0,,,,
1,TOMPKINS,14850,TOPS PHARMACY #525,710 S. MEADOW ST.,ITHACA,NY,14850,(607) 275-8019,NS002553,1596,USCGeocoder,31,1,4.01,,2df81f1b-3f0f-4b76-b0d4-87db8c681625,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,42.445573,-76.496428,Exact,TwoThousandTen,38077,,,38077,0,27060,3014,3,0007.00,109,36,4,ResidenceZIP,710,,S,,ST,,,,,,ITHACA,NY,14850,,,,,,,,,,,,,,,,,,710,,S,,ST,,,,,,ITHACA,NY,14850,,,,,,,,,,,,,,,,,,,,Ithaca,NY,14850,,,,,,,,,,,Tompkins,0,Meters,,SOURCE_NAME_ZIPCODEDOWNLOAD_ZIPS2013,2013,14850,,ZIPCode,0,,,,
2,KINGS,11214,CROPSEY AVENUE CVS dba CVS PHARMACY #5134,2014 CROPSEY AVE.,BROOKLYN,NY,11214,(718) 266-2630,NS002554,1597,USCGeocoder,94,1,4.01,,9edfe6ce-5835-4d02-ad86-c28d6ee3d437,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1925.18195793801,LinearInterpolationAddressRange,StreetSegment,99.8994082840237,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.599887207118,-74.0025268927228,Relaxed,TwoThousandTen,51000,5602,35644,10022,0,35620,2000,2,0286.00,047,36,1,ResidenceStreetAddress,2014,,,,AVE,,,,,,BROOKLYN,NY,11214,,,,,,,,,,,,,,,,,,2014,,,,AVE,,,,,,BROOKLYN,NY,11214,,,,,,,,,,,,2000-2028,,,,Ave,,,,New York,NY,11214,,,,,,,,,,Brooklyn,Kings,1925.18195793801,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,59088666,,tlid,0,,,,
1,SUFFOLK,11776,CVS SETAUCKET dba CVS PHARMACY #2698,4331 NESCONSET HWY.,PORT JEFFERSON STATI,NY,11776,(631) 642-3014,NS002555,1598,USCGeocoder,296,1,4.01,,5d5e5ad5-9cbb-48f0-b636-3bb92049c75b,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,40.90984,-73.046164,Exact,TwoThousandTen,73352,5602,35004,10000,0,35620,2014,2,1583.08,103,36,4,ResidenceZIP,4331,,,,HWY,,,,,,PORT JEFFERSON STATI,NY,11776,,,,,,,,,,,,,,,,,,4331,,,,HWY,,,,,,PORT JEFFERSON STATI,NY,11776,,,,,,,,,,,,,,,,,,,,Port Jefferson Station,NY,11776,,,,,,,,,,,Suffolk,0,Meters,,SOURCE_NAME_ZIPCODEDOWNLOAD_ZIPS2013,2013,11776,,ZIPCode,0,,,,
1,COLUMBIA,12534,RITE AID PHARMACY #10707,173 FAIRVIEW AVE.,HUDSON,NY,12534,(727) 395-6558,NS002557,1599,USCGeocoder,172,1,4.01,,948f91b8-f441-48c3-9efc-0d56a8fdcca8,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1491.72487298213,LinearInterpolationAddressRange,StreetSegment,98.9940828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,42.2544250566237,-73.767655027312,Relaxed,TwoThousandTen,43511,,,30565,1,26460,3039,3,0011.00,021,36,1,ResidenceStreetAddress,173,,,,AVE,,,,,,HUDSON,NY,12534,,,,,,,,,,,,,,,,,,173,,,,AVE,,,,,,HUDSON,NY,12534,,,,,,,,,,,,139-199,,,,Ave,,,,Lorenz Park,NY,12534,,,,,,,,,,Greenport,Columbia,1491.72487298213,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,41484738,,tlid,0,,,,
2,KINGS,11219,RITE AID PHARMACY #10579,6423 FORT HAMILTON PKWY.,BROOKLYN,NY,11219,(727) 395-6558,NS002558,1600,USCGeocoder,250,1,4.01,,614b7085-febe-4942-bc65-2f6e1ac2d14a,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2046.38147803838,LinearInterpolationAddressRange,StreetSegment,99.8994082840237,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.6309579796794,-74.0085803244152,Relaxed,TwoThousandTen,51000,5602,35644,10022,0,35620,3000,3,0212.00,047,36,1,ResidenceStreetAddress,6423,,,,PKWY,,,,,,BROOKLYN,NY,11219,,,,,,,,,,,,,,,,,,6423,,,,PKWY,,,,,,BROOKLYN,NY,11219,,,,,,,,,,,,6401-6499,,,,Pkwy,,,,New York,NY,11219,,,,,,,,,,Brooklyn,Kings,2046.38147803838,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,59094889,,tlid,0,,,,
2,KINGS,11234,RITE AID PHARMACY #10585,2064 MILL AVE.,BROOKLYN,NY,11234,(727) 395-6558,NS002559,1601,USCGeocoder,172,1,4.01,,01b30880-2111-45f3-9bc8-0ddce4f99134,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1918.85092804953,ArealInterpolationGeometricCentroid,Parcel,98.4023668639053,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,40.6155303061148,-73.9144911050013,Relaxed,TwoThousandTen,51000,5602,35644,10022,0,35620,1003,1,0686.00,047,36,1,ResidenceStreetAddress,2064,,,,AVE,,,,,,BROOKLYN,NY,11234,,,,,,,,,,,,,,,,,,2064,,,,AVE,,,,,,BROOKLYN,NY,11234,,,,,,,,,,,,2064,,,,AVE,,,,New York,NY,11234,,,,5922,,,,,,,,1918.85092804953,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,899650,,UniqueId,0,,,,
2,NEW YORK,10013,ALL HEALTH PHARMACY CORP.,118 MOTT ST.,NEW YORK,NY,10013,(212) 431-4398,NS002560,1602,USCGeocoder,125,1,4.01,,57faf9a8-efe0-4ff0-b80a-79b2ea7b7f2c,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3451.78577099787,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.7179185069234,-73.9969691711721,Exact,TwoThousandTen,51000,5602,35644,44919,0,35620,3001,3,0041.00,061,36,1,ResidenceStreetAddress,118,,,,ST,,,,,,NEW YORK,NY,10013,,,,,,,,,,,,,,,,,,118,,,,ST,,,,,,NEW YORK,NY,10013,,,,,,,,,,,,116-146,,,,St,,,,New York,NY,10013,,,,,,,,,,Manhattan,New York,3451.78577099787,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,59653801,,tlid,0,,,,
2,NEW YORK,10021,HEALTH SOURCE PHARMACY  INC.,1302 SECOND AVE.,NEW YORK,NY,10021,(212) 744-8700,NS002563,1603,USCGeocoder,281,1,4.01,,6280907a-9c81-4b3c-89e3-40d361db5197,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1906.96726937639,LinearInterpolationAddressRange,StreetSegment,92.0118343195266,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.7664592234811,-73.9599625329228,Relaxed;Soundex,TwoThousandTen,51000,5602,35644,44919,0,35620,4000,4,0118.00,061,36,1,ResidenceStreetAddress,1302,,,,AVE,,,,,,NEW YORK,NY,10021,,,,,,,,,,,,,,,,,,1302,,,,AVE,,,,,,NEW YORK,NY,10021,,,,,,,,,,,,1296-1310,,,,Ave,,,,New York,NY,10065,,,,,,,,,,Manhattan,New York,1906.96726937639,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,59657553,,tlid,0,,,,
2,NEW YORK,10029,MARCIA PHARMACY,217 E 106TH ST.,NEW YORK,NY,10029,(212) 534-1939,NS002564,1604,USCGeocoder,203,1,4.01,,e35cae78-c0ac-408d-bf33-8c85d986c63b,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,314.501844696701,ArealInterpolationGeometricCentroid,Parcel,94.7337278106509,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,40.801216256169,-73.9668040673653,Relaxed,TwoThousandTen,51000,5602,35644,44919,0,35620,5000,5,0195.00,061,36,1,ResidenceStreetAddress,217,,E,,ST,,,,,,NEW YORK,NY,10029,,,,,,,,,,,,,,,,,,217,,E,,ST,,,,,,NEW YORK,NY,10029,,,,,,,,,,,,217,,W,,ST,,,,New York,NY,10025,,,,3623,,,,,,,,314.501844696701,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,946607,,UniqueId,0,,,,
2,BRONX,10473,RITE AID PHARMACY #4421,1998 BRUCKNER BLVD.,BRONX,NY,10473,1-(800) RITEAID,NS002565,1605,USCGeocoder,218,1,4.01,,49a76670-c51f-45c7-b7d9-bbab93f4139a,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,61509.0639578104,ArealInterpolationGeometricCentroid,Parcel,98.4023668639053,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,40.8243070634189,-73.8569802192263,Relaxed,TwoThousandTen,51000,5602,35644,08510,0,35620,6003,6,0042.00,005,36,1,ResidenceStreetAddress,1998,,,,BLVD,,,,,,BRONX,NY,10473,,,,,,,,,,,,,,,,,,1998,,,,BLVD,,,,,,BRONX,NY,10473,,,,,,,,,,,,1998,,,,BLVD,,,,New York,NY,10473,,,,2500,,,,,,,,61509.0639578104,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,58969,,UniqueId,0,,,,
2,NEW YORK,10011,DUANE READE #319,180 W. 20TH ST.,NEW YORK,NY,10011,(212) 243-0129,NS002567,1606,USCGeocoder,296,1,4.01,,f05a055a-4c9c-409b-91d5-9a7aec867e65,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5801.53814867628,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.7419213284528,-73.996510872994,Exact,TwoThousandTen,51000,5602,35644,44919,0,35620,1002,1,0087.00,061,36,1,ResidenceStreetAddress,180,,W,,ST,,,,,,NEW YORK,NY,10011,,,,,,,,,,,,,,,,,,180,,W,,ST,,,,,,NEW YORK,NY,10011,,,,,,,,,,,,100-198,,W,,St,,,,New York,NY,10011,,,,,,,,,,Manhattan,New York,5801.53814867628,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,59653327,,tlid,0,,,,
2,KINGS,11230,WELCOME PHARMACY,1403 FOSTER AVE.,BROOKLYN,NY,11230,(718) 724-1333,NS002568,1607,USCGeocoder,265,1,4.01,,4af5df59-7448-4bdb-8bc2-96292c4c484f,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,213.201610773802,ArealInterpolationGeometricCentroid,Parcel,98.4023668639053,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,40.6340332701172,-73.9637989928488,Relaxed,TwoThousandTen,51000,5602,35644,10022,0,35620,2008,2,0520.00,047,36,1,ResidenceStreetAddress,1403,,,,AVE,,,,,,BROOKLYN,NY,11230,,,,,,,,,,,,,,,,,,1403,,,,AVE,,,,,,BROOKLYN,NY,11230,,,,,,,,,,,,1403,,,,AVE,,,,New York,NY,11230,,,,1726,,,,,,,,213.201610773802,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,726134,,UniqueId,0,,,,
2,KINGS,11220,SPENCER DRUGS  LTD.,5702 7TH AVE.,BROOKLYN,NY,11220,(718) 439-3852,NS002569,1608,USCGeocoder,343,1,4.01,,1da7aa5f-b8bc-4c22-a9b2-9773f49e2774,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,130.961112573743,ArealInterpolationGeometricCentroid,Parcel,98.4023668639053,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,40.6385606642538,-74.0102961676689,Relaxed,TwoThousandTen,51000,5602,35644,10022,0,35620,1001,1,0102.00,047,36,1,ResidenceStreetAddress,5702,,,,AVE,,,,,,BROOKLYN,NY,11220,,,,,,,,,,,,,,,,,,5702,,,,AVE,,,,,,BROOKLYN,NY,11220,,,,,,,,,,,,5702,,,,AVE,,,,New York,NY,11220,,,,3903,,,,,,,,130.961112573743,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,659647,,UniqueId,0,,,,
2,KINGS,11219,ADVANTAGE PHARMACY  INC.,4910 FORT HAMILTON PKWY.,BROOKLYN,NY,11219,(718) 437-4699,NS002570,1609,USCGeocoder,234,1,4.01,,b501a636-8e23-42ba-91c0-479c49196faa,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,118.719113685191,ArealInterpolationGeometricCentroid,Parcel,98.4023668639053,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,40.6383288800353,-73.9981648093784,Relaxed,TwoThousandTen,51000,5602,35644,10022,0,35620,1004,1,0114.00,047,36,1,ResidenceStreetAddress,4910,,,,PKWY,,,,,,BROOKLYN,NY,11219,,,,,,,,,,,,,,,,,,4910,,,,PKWY,,,,,,BROOKLYN,NY,11219,,,,,,,,,,,,4910,,,,PKWY,,,,New York,NY,11219,,,,3344,,,,,,,,118.719113685191,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,822957,,UniqueId,0,,,,
1,SUFFOLK,11746,JERICHO HUNTINGTON CVS PHARMACY #2961,2 E. JERICHO TPKE.,HUNTINGTON,NY,11746,(631) 425-8871,NS002572,1610,USCGeocoder,187,1,4.01,,7e1b13e5-11c4-406e-9f7d-5635335d2b5c,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2837.52004690003,LinearInterpolationAddressRange,StreetSegment,99.8994082840237,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.828290796843,-73.4094124932358,Relaxed,TwoThousandTen,69254,5602,35004,37000,0,35620,2007,2,1120.01,103,36,1,ResidenceStreetAddress,2,,E,,TPKE,,,,,,HUNTINGTON,NY,11746,,,,,,,,,,,,,,,,,,2,,E,,TPKE,,,,,,HUNTINGTON,NY,11746,,,,,,,,,,,,2-10,,E,,Tpke,,,,South Huntington,NY,11746,,,,,,,,,,Huntington,Suffolk,2837.52004690003,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,113966215,,tlid,0,,,,
1,NASSAU,11501,MINEOLA JERICHO CVS PHARMACY #2383,410 JERICHO TPKE.,MINEOLA,NY,11501,(516) 248-3530,NS002573,1611,USCGeocoder,265,1,4.01,,d5a44795-28e3-47b8-8fec-e87d91807b34,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,40.745251,-73.64111,Exact,TwoThousandTen,47636,5602,35004,53000,0,35620,4001,4,3036.00,059,36,4,ResidenceZIP,410,,,,TPKE,,,,,,MINEOLA,NY,11501,,,,,,,,,,,,,,,,,,410,,,,TPKE,,,,,,MINEOLA,NY,11501,,,,,,,,,,,,,,,,,,,,Mineola,NY,11501,,,,,,,,,,,Nassau,0,Meters,,SOURCE_NAME_ZIPCODEDOWNLOAD_ZIPS2013,2013,11501,,ZIPCode,0,,,,
1,ROCKLAND,10962,CVS PHARMACY #641,ONE ORANGEBURG RD.,ORANGEBURG,NY,10962,(845) 349-8452,NS002576,1612,USCGeocoder,125,1,4.01,,6b92ec9a-0c2c-4f9d-bb01-37b6c6f5d84a,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,491.713378648506,LinearInterpolationAddressRange,StreetSegment,97.9289940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,41.0458216934726,-73.9548999628708,Relaxed,TwoThousandTen,55167,5602,35644,55211,0,35620,3031,3,0130.02,087,36,1,ResidenceStreetAddress,1,,,,RD,,,,,,ORANGEBURG,NY,10962,,,,,,,,,,,,,,,,,,1,,,,RD,,,,,,ORANGEBURG,NY,10962,,,,,,,,,,,,1-3,,W,,Rd,,,,Orangeburg,NY,10962,,,,,,,,,,Orangetown,Rockland,491.713378648506,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,124617989,,tlid,0,,,,
